"Image invalid (Accepting format .gif .png .jpg .jpeg)", "Hình ảnh không hợp lệ (Chấp nhận định dạng .gif .png .jpg .jpeg)"
"The profile picture is not a valid image.", "Hình ảnh hồ sơ không phải là hình ảnh hợp lệ."
